Time,ZONE_0::Des Heat Load [W],ZONE_0:EXTREME WINTER WEATHER PERIOD FOR DESIGN:Des Sens Cool Load [W],ZONE_0::Des Heat Mass Flow [kg/s],ZONE_0:EXTREME WINTER WEATHER PERIOD FOR DESIGN:Des Cool Mass Flow [kg/s],ZONE_0::Des Latent Heat Load [W],ZONE_0::Des Latent Cool Load [W],ZONE_0::Des Latent Heat Mass Flow [kg/s],ZONE_0::Des Latent Cool Mass Flow [kg/s],ZONE_0::Des Heat Load No DOAS [W],ZONE_0::Des Sens Cool Load No DOAS [W],ZONE_0::Des Latent Heat Load No DOAS [W],ZONE_0::Des Latent Cool Load No DOAS [W],ZONE_0::Heating Zone Temperature [C],ZONE_0::Heating Zone Relative Humidity [%],ZONE_0:EXTREME WINTER WEATHER PERIOD FOR DESIGN:Cooling Zone Temperature [C],ZONE_0:EXTREME WINTER WEATHER PERIOD FOR DESIGN:Cooling Zone Relative Humidity [%]
07:54:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.554106E+01,4.381254E+01
08:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.559885E+01,4.358888E+01
08:06:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.567446E+01,4.332160E+01
08:12:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.571019E+01,4.313468E+01
08:18:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.572873E+01,4.297831E+01
08:24:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.575980E+01,4.278691E+01
08:30:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.581702E+01,4.253149E+01
08:36:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.589873E+01,4.221874E+01
08:42:00,0.000000E+00,1.660720E+01,0.000000E+00,2.033197E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599556E+01,4.187337E+01
08:48:00,0.000000E+00,2.833848E+01,0.000000E+00,3.468648E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599997E+01,4.177316E+01
08:54:00,0.000000E+00,4.550767E+01,0.000000E+00,5.569475E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600002E+01,4.169075E+01
09:00:00,0.000000E+00,6.625221E+01,0.000000E+00,8.107777E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600004E+01,4.161646E+01
09:06:00,0.000000E+00,9.055333E+01,0.000000E+00,1.108126E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600005E+01,4.155104E+01
09:12:00,0.000000E+00,1.184616E+02,0.000000E+00,1.449611E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600006E+01,4.149517E+01
09:18:00,0.000000E+00,1.500848E+02,0.000000E+00,1.836550E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600007E+01,4.144921E+01
09:24:00,0.000000E+00,1.854950E+02,0.000000E+00,2.269827E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600008E+01,4.141335E+01
09:30:00,0.000000E+00,2.248168E+02,0.000000E+00,2.750966E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600010E+01,4.138756E+01
09:36:00,0.000000E+00,2.679699E+02,0.000000E+00,3.278982E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600011E+01,4.137173E+01
09:42:00,0.000000E+00,2.983513E+02,0.000000E+00,3.650610E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600012E+01,4.136536E+01
09:48:00,0.000000E+00,3.372945E+02,0.000000E+00,4.127110E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600013E+01,4.136782E+01
09:54:00,0.000000E+00,3.747370E+02,0.000000E+00,4.585247E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600014E+01,4.137821E+01
10:00:00,0.000000E+00,4.126627E+02,0.000000E+00,5.049295E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600015E+01,4.139589E+01
10:06:00,0.000000E+00,4.511814E+02,0.000000E+00,5.520599E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600016E+01,4.142023E+01
10:12:00,0.000000E+00,4.902837E+02,0.000000E+00,5.999043E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600017E+01,4.145053E+01
10:18:00,0.000000E+00,5.298957E+02,0.000000E+00,6.483723E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600017E+01,4.148593E+01
10:24:00,0.000000E+00,5.699747E+02,0.000000E+00,6.974116E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600018E+01,4.152551E+01
10:30:00,0.000000E+00,6.104212E+02,0.000000E+00,7.469005E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600018E+01,4.156832E+01
10:36:00,0.000000E+00,6.511314E+02,0.000000E+00,7.967121E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600018E+01,4.161347E+01
10:42:00,0.000000E+00,6.920223E+02,0.000000E+00,8.467449E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600019E+01,4.165995E+01
10:48:00,0.000000E+00,7.332116E+02,0.000000E+00,8.971428E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600019E+01,4.170684E+01
10:54:00,0.000000E+00,7.744150E+02,0.000000E+00,9.475580E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600018E+01,4.175341E+01
11:00:00,0.000000E+00,8.154772E+02,0.000000E+00,9.978006E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600018E+01,4.179910E+01
11:06:00,0.000000E+00,8.624845E+02,0.000000E+00,1.055317E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600018E+01,4.184344E+01
11:12:00,0.000000E+00,9.092493E+02,0.000000E+00,1.112538E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600019E+01,4.191295E+01
11:18:00,0.000000E+00,9.556529E+02,0.000000E+00,1.169316E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600018E+01,4.199346E+01
11:24:00,0.000000E+00,1.001617E+03,0.000000E+00,1.225557E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600016E+01,4.207081E+01
11:30:00,0.000000E+00,1.047068E+03,0.000000E+00,1.281171E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600015E+01,4.213905E+01
11:36:00,0.000000E+00,1.091950E+03,0.000000E+00,1.336089E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600013E+01,4.219759E+01
11:42:00,0.000000E+00,1.136206E+03,0.000000E+00,1.390240E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600012E+01,4.224768E+01
11:48:00,0.000000E+00,1.179778E+03,0.000000E+00,1.443556E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600011E+01,4.229072E+01
11:54:00,0.000000E+00,1.222613E+03,0.000000E+00,1.495970E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600010E+01,4.232780E+01
12:00:00,0.000000E+00,1.264659E+03,0.000000E+00,1.547417E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600009E+01,4.235978E+01
12:06:00,0.000000E+00,1.300932E+03,0.000000E+00,1.591802E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600008E+01,4.238738E+01
12:12:00,0.000000E+00,1.336212E+03,0.000000E+00,1.634973E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600008E+01,4.243356E+01
12:18:00,0.000000E+00,1.370482E+03,0.000000E+00,1.676907E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600006E+01,4.248605E+01
12:24:00,0.000000E+00,1.403686E+03,0.000000E+00,1.717538E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600005E+01,4.253332E+01
12:30:00,0.000000E+00,1.435789E+03,0.000000E+00,1.756821E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600003E+01,4.257128E+01
12:36:00,0.000000E+00,1.466740E+03,0.000000E+00,1.794696E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600002E+01,4.260050E+01
12:42:00,0.000000E+00,1.496500E+03,0.000000E+00,1.831112E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600001E+01,4.262291E+01
12:48:00,0.000000E+00,1.525032E+03,0.000000E+00,1.866026E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600000E+01,4.264030E+01
12:54:00,0.000000E+00,1.552302E+03,0.000000E+00,1.899396E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600000E+01,4.265390E+01
13:00:00,0.000000E+00,1.578279E+03,0.000000E+00,1.931184E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599999E+01,4.266460E+01
13:06:00,0.000000E+00,1.595377E+03,0.000000E+00,1.952108E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599999E+01,4.267300E+01
13:12:00,0.000000E+00,1.610965E+03,0.000000E+00,1.971183E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599999E+01,4.265782E+01
13:18:00,0.000000E+00,1.625079E+03,0.000000E+00,1.988454E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599999E+01,4.263210E+01
13:24:00,0.000000E+00,1.637720E+03,0.000000E+00,2.003924E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600000E+01,4.260790E+01
13:30:00,0.000000E+00,1.648869E+03,0.000000E+00,2.017566E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600001E+01,4.258965E+01
13:36:00,0.000000E+00,1.658450E+03,0.000000E+00,2.029289E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600001E+01,4.257715E+01
13:42:00,0.000000E+00,1.666428E+03,0.000000E+00,2.039052E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600002E+01,4.256883E+01
13:48:00,0.000000E+00,1.672784E+03,0.000000E+00,2.046828E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600002E+01,4.256329E+01
13:54:00,0.000000E+00,1.677503E+03,0.000000E+00,2.052601E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600002E+01,4.255964E+01
14:00:00,0.000000E+00,1.680572E+03,0.000000E+00,2.056356E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600003E+01,4.255735E+01
14:06:00,0.000000E+00,1.686870E+03,0.000000E+00,2.064062E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600003E+01,4.255607E+01
14:12:00,0.000000E+00,1.691555E+03,0.000000E+00,2.069793E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600003E+01,4.253331E+01
14:18:00,0.000000E+00,1.694592E+03,0.000000E+00,2.073508E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600003E+01,4.250161E+01
14:24:00,0.000000E+00,1.695972E+03,0.000000E+00,2.075195E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600004E+01,4.247260E+01
14:30:00,0.000000E+00,1.695693E+03,0.000000E+00,2.074853E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600006E+01,4.245038E+01
14:36:00,0.000000E+00,1.693650E+03,0.000000E+00,2.072352E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600006E+01,4.243441E+01
14:42:00,0.000000E+00,1.689808E+03,0.000000E+00,2.067650E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600007E+01,4.242288E+01
14:48:00,0.000000E+00,1.684162E+03,0.000000E+00,2.060740E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600007E+01,4.241422E+01
14:54:00,0.000000E+00,1.676716E+03,0.000000E+00,2.051627E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600007E+01,4.240743E+01
15:00:00,0.000000E+00,1.667475E+03,0.000000E+00,2.040319E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600008E+01,4.240193E+01
15:06:00,0.000000E+00,1.657782E+03,0.000000E+00,2.028457E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600008E+01,4.239736E+01
15:12:00,0.000000E+00,1.646371E+03,0.000000E+00,2.014494E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600008E+01,4.239324E+01
15:18:00,0.000000E+00,1.633246E+03,0.000000E+00,1.998433E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600008E+01,4.238927E+01
15:24:00,0.000000E+00,1.618426E+03,0.000000E+00,1.980299E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600008E+01,4.238531E+01
15:30:00,0.000000E+00,1.601936E+03,0.000000E+00,1.960121E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600008E+01,4.238130E+01
15:36:00,0.000000E+00,1.583086E+03,0.000000E+00,1.937055E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600008E+01,4.237720E+01
15:42:00,0.000000E+00,1.561140E+03,0.000000E+00,1.910201E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600008E+01,4.237278E+01
15:48:00,0.000000E+00,1.536364E+03,0.000000E+00,1.879886E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600008E+01,4.236771E+01
15:54:00,0.000000E+00,1.508876E+03,0.000000E+00,1.846252E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.600008E+01,4.236192E+01
